rm_name,rm_type,lat,lng,source,beds,alt_name
Jalpa Devi Pra V,school,27.7553,85.7032,OSM infrastructure,,
Kalleri Ni Ma Vi,school,27.7474,85.7235,OSM infrastructure,,
Gyan Mandir Namuna Uchha Ma V,school,27.7567,85.7290,OSM infrastructure,,
Nabajyoti B B kendre,school,27.7523,85.7302,OSM infrastructure,,
Kali Devi Pra V,school,27.7373,85.7032,OSM infrastructure,,
Shuva kanya Pra V,school,27.7430,85.7108,OSM infrastructure,,
Ganesh Pra V,school,27.7315,85.7187,OSM infrastructure,,
Kundaladevi Ma Vi,school,27.7422,85.6962,OSM infrastructure,,
Shree Primary School,school,27.7762,85.7276,OSM infrastructure,,
Seti Devi Higher Secondary School,school,27.7373,85.7070,OSM infrastructure,,
Shree Bhotang Devi Ma V,school,27.9653,85.6449,OSM infrastructure,,
Shree Koldung Ma V,school,27.7068,85.8474,OSM infrastructure,,
Yangrima PRA V,school,27.9738,85.6354,OSM infrastructure,,
Janahit Ni Ma V,school,27.9045,85.6154,OSM infrastructure,,
Januttan PRA V,school,27.9016,85.6165,OSM infrastructure,,
Shree Bhim Bidyashram Ma v,school,27.8915,85.6000,OSM infrastructure,,
Shree Palchok Ni Ma V,school,27.8935,85.5756,OSM infrastructure,,
Shree Lawa Gaun PRA V,school,27.8842,85.5823,OSM infrastructure,,
Shree Jayabageshwori S s,school,27.8866,85.5574,OSM infrastructure,,
Shree Ishing PRA V,school,27.8949,85.5691,OSM infrastructure,,
Bal Sudhar Uchha Ma V,school,27.8682,85.5686,OSM infrastructure,,
Shree Jugal Bal Bikash kendra,school,27.8628,85.5651,OSM infrastructure,,
Namuna Bal Bikash kendra,school,27.8626,85.5543,OSM infrastructure,,
Shree Pragya PRA V,school,27.8674,85.5581,OSM infrastructure,,
Shri Siddhi Ganesh PRA V,school,27.7932,85.5669,OSM infrastructure,,
Shri Bhangang PRA V,school,27.8002,85.5601,OSM infrastructure,,
Shree Saraswati PRA V,school,27.8091,85.5441,OSM infrastructure,,
Shri Saraswati PRA V,school,27.8113,85.5598,OSM infrastructure,,
Shree Siddhi Ganesh PRA V,school,27.7900,85.5091,OSM infrastructure,,
Shree Singheshwori PRA V,school,27.7981,85.5111,OSM infrastructure,,
Shree Shanti Bal Bikash kendra,school,27.7935,85.5244,OSM infrastructure,,
Shri Sindhu Puranagaw Uchha Ma V,school,27.8153,85.5182,OSM infrastructure,,
Shri Mahadevsthan PRA V,school,27.8191,85.5110,OSM infrastructure,,
Shri Krishna Higher Secondary School,school,27.8266,85.4880,OSM infrastructure,,
Shree Mahabir Balbikash kendra,school,27.8348,85.5367,OSM infrastructure,,
Shri kalika PRA V,school,27.8233,85.5063,OSM infrastructure,,
Shri Bagh Devi PRA V,school,27.8285,85.4964,OSM infrastructure,,
Shri Dhaulashori NI MA V,school,27.8440,85.4955,OSM infrastructure,,
Shri Chipling PRA V,school,27.8668,85.4578,OSM infrastructure,,
Shri Shalme PRA V,school,27.8321,85.4829,OSM infrastructure,,
Dome Tasi Chiling Gumba,school,27.9755,85.6509,OSM infrastructure,,
Shri Thulothakani Secondary School,school,27.8442,85.4574,OSM infrastructure,,
Shri Thana Bhanjyang NI MA V,school,27.8503,85.4695,OSM infrastructure,,
Shri Dihi PRA V,school,27.8612,85.4827,OSM infrastructure,,
Shree Manakamana PRA V,school,27.8087,85.4868,OSM infrastructure,,
Shri kalikasaran Ni Ma V,school,27.8075,85.4782,OSM infrastructure,,
Shri Haibung PRA V,school,27.8138,85.4854,OSM infrastructure,,
Shri Thunge Danda PRA V,school,27.8344,85.4604,OSM infrastructure,,
Shree Bhuma Stan PRA Vi,school,27.7920,85.5053,OSM infrastructure,,
Shree Jaleswori Ni Ma Vi,school,27.7964,85.5017,OSM infrastructure,,
Shree Jalkeswori PRA V,school,27.7918,85.5357,OSM infrastructure,,
Shree Laligurash PRA Vi,school,27.7828,85.5568,OSM infrastructure,,
Pra V Chhimti,school,27.9795,85.6563,OSM infrastructure,,
Shree Ganesh PRA V,school,27.9527,85.6496,OSM infrastructure,,
Shree Kanyamati Ni Ma V,school,27.9223,85.6672,OSM infrastructure,,
Tanii Shaling Chucla khang,school,27.9379,85.6537,OSM infrastructure,,
Nagi Tasi Chholing Gumba,school,27.9400,85.6558,OSM infrastructure,,
Sheree Jugal PRA V,school,27.9345,85.6441,OSM infrastructure,,
Shree Baljyoti PRA V,school,27.8778,85.6211,OSM infrastructure,,
Shree langarche Ma V,school,27.8700,85.6156,OSM infrastructure,,
Shree Panchakanya PRA V,school,27.8688,85.6089,OSM infrastructure,,
Shree Ganesh PRA V,school,27.8007,85.6218,OSM infrastructure,,
Bhimsen Balbikas kendra,school,27.7141,85.6259,OSM infrastructure,,
Shree Juge Panchakanya PRA V,school,27.8229,85.6289,OSM infrastructure,,
Shree Bhuwaneshwori PRA V,school,27.8251,85.6484,OSM infrastructure,,
Shree Bageshwori PRA V,school,27.8410,85.6767,OSM infrastructure,,
Shree Mangalabhairab PRA V,school,27.8344,85.6889,OSM infrastructure,,
Shree kalikadevi PRA V,school,27.8228,85.6847,OSM infrastructure,,
Shree Panchkanya PRA V,school,27.8081,85.6557,OSM infrastructure,,
Shree Mahendra Higher Secondary School,school,27.7968,85.6612,OSM infrastructure,,
Shree Suryakiran PRA V,school,27.7792,85.6685,OSM infrastructure,,
Shree Prativa PRA V,school,27.7877,85.6479,OSM infrastructure,,
Shree Namo Budda PRA V,school,27.7896,85.5945,OSM infrastructure,,
Shree Panchakanya PRA V,school,27.7525,85.6132,OSM infrastructure,,
Shree Paropakar Ni Ma V,school,27.7308,85.6332,OSM infrastructure,,
Kyablunthang Ni Ma V,school,27.9633,85.8027,OSM infrastructure,,
Bramhayani Pra V,school,27.8932,85.7672,OSM infrastructure,,
Shri Himalaya Panchakanya Ni. Ma V,school,27.9051,85.8436,OSM infrastructure,,
Shri Setidevi Sarada Uchha Ma V,school,27.7552,85.8494,OSM infrastructure,,
Shri Setidevi Ma V,school,27.7399,85.8268,OSM infrastructure,,
Shree Suryodaya PRA V,school,27.7496,85.8293,OSM infrastructure,,
Shree Mahankal PRA V,school,27.7325,85.8168,OSM infrastructure,,
Shri Mahendradaya Uchha Ma V,school,27.7272,85.8348,OSM infrastructure,,
Shri Diwa Sishu Shyahar PRA V,school,27.7349,85.8301,OSM infrastructure,,
Shree Betrawoti Bal Bikash Kendra,school,27.7237,85.7956,OSM infrastructure,,
Shri Chandeswari Purba Pra V,school,27.7211,85.8176,OSM infrastructure,,
Shree Namo Buddha Pra V,school,27.7227,85.8131,OSM infrastructure,,
Shree Saraswati Secondary School,school,27.7682,85.8368,OSM infrastructure,,
Shree Golmadevi Primary School,school,27.7716,85.8415,OSM infrastructure,,
Shree Betrawati Primary School,school,27.7709,85.8043,OSM infrastructure,,
Shree Panchakanya Primary School,school,27.7665,85.8198,OSM infrastructure,,
Shree Satkanya Primary School,school,27.7561,85.8156,OSM infrastructure,,
Shree Baljyoti Primary School,school,27.7594,85.8339,OSM infrastructure,,
Shree Setidevi Primary School,school,27.7627,85.8358,OSM infrastructure,,
Shree Karangaira Lower Secondary School,school,27.7739,85.7901,OSM infrastructure,,
Shree Simasing Primary School,school,27.8018,85.8247,OSM infrastructure,,
Shri Manakamana Primary School,school,27.7978,85.7769,OSM infrastructure,,
Shri Phulpingkot Higher Secondary School,school,27.8014,85.7727,OSM infrastructure,,
Shree Bhimsen Primary School,school,27.8049,85.7801,OSM infrastructure,,
Shri Archale Primary School,school,27.7961,85.7655,OSM infrastructure,,
Jalpa Devi Pra V,school,27.7660,85.7578,OSM infrastructure,,
Seti Devi Pancha kanya U Ma V,school,27.7733,85.7601,OSM infrastructure,,
Dikpal Pra V,school,27.7408,85.7700,OSM infrastructure,,
Sat kanya kalika Pra V,school,27.7355,85.7775,OSM infrastructure,,
Ramdevi Secondary School,school,27.7162,85.7243,OSM infrastructure,,
Balhit Pra V,school,27.7035,85.7433,OSM infrastructure,,
Adarsha Pra V,school,27.7454,85.7598,OSM infrastructure,,
Shri kalika Chetana S S,school,27.7599,85.5814,OSM infrastructure,,
Shri kolechaur PRA V,school,27.8622,85.5378,OSM infrastructure,,
Shree Janajagriti Ma Vi,school,27.8331,85.5499,OSM infrastructure,,
Shri Dadhuwa PRA V,school,27.8213,85.5533,OSM infrastructure,,
Shree Saraswati Secondary School,school,27.8816,85.5417,OSM infrastructure,,
Shri Helambu Primary School,school,27.8858,85.5408,OSM infrastructure,,
Shree Saraswati PRA V,school,27.7102,85.7749,OSM infrastructure,,
Shree Seti Devi PRA V,school,27.7103,85.8039,OSM infrastructure,,
Shri Bhumeshwari Uchha Ma V,school,27.9164,85.5489,OSM infrastructure,,
Shri Chitre PRA V,school,27.9298,85.5681,OSM infrastructure,,
Shri Seti Devi PRA V,school,27.9231,85.5597,OSM infrastructure,,
Shree Indreshwori Uchha Ma V,school,27.8305,85.5745,OSM infrastructure,,
Shri Kakani PRA V,school,27.9680,85.5455,OSM infrastructure,,
Shree Ghyangual PRA V,school,27.9683,85.5638,OSM infrastructure,,
Shree Narayan L SS,school,27.9245,85.5356,OSM infrastructure,,
Shree Deurali PRA V,school,27.9552,85.5339,OSM infrastructure,,
Shree Mahendra PRA V,school,27.9092,85.5353,OSM infrastructure,,
Shree Pating Ni Ma V,school,27.9254,85.5105,OSM infrastructure,,
Shree Mahakaleswori Ni Ma Vi,school,27.9331,85.4961,OSM infrastructure,,
Shree Janachetana Primary School,school,27.7689,85.8437,OSM infrastructure,,
Shree Setidevi Primary School,school,27.7502,85.7983,OSM infrastructure,,
Shree Kalidevi Primary School,school,27.8443,85.8069,OSM infrastructure,,
Sindurche Pra V,school,27.8741,85.7266,OSM infrastructure,,
Nagh Raja Pra V,school,27.8479,85.7208,OSM infrastructure,,
Devi Nanda kumari Pra V,school,27.8473,85.7581,OSM infrastructure,,
Panch Pokhari Pra V,school,27.8435,85.7367,OSM infrastructure,,
Deurali Pra V,school,27.8549,85.7613,OSM infrastructure,,
Kunegau Pra V,school,27.8412,85.7682,OSM infrastructure,,
Nawajyoti Pra Vi,school,27.8480,85.7730,OSM infrastructure,,
Bhimeshwari Pra V,school,27.8208,85.7626,OSM infrastructure,,
Bankali Lower Secondary School,school,27.8164,85.7799,OSM infrastructure,,
Shri Phataksila Uchha Ma V,school,27.7454,85.5966,OSM infrastructure,,
Shree Gyanodaya PRA V,school,27.8761,85.5270,OSM infrastructure,,
Shree Siddhartha PRA V,school,27.9011,85.4910,OSM infrastructure,,
Bhadra Kali Lower Secondary School,school,27.7530,85.5500,OSM infrastructure,,
,school,27.7244,85.3816,OSM infrastructure,,
Shri Mahankaleshwar Primary School,school,27.7397,85.5859,OSM infrastructure,,
Shri Mahadev Primary School,school,27.7402,85.5990,OSM infrastructure,,
Shri Dev Balabhadreshwar Primary School,school,27.7336,85.5851,OSM infrastructure,,
"Nawa Chetana Primary School,",school,27.7261,85.5674,OSM infrastructure,,
Shri Bhimsen Primary School,school,27.7326,85.6058,OSM infrastructure,,
"Shree Bhawani Primary School,",school,27.7227,85.5874,OSM infrastructure,,
Shri Bajrayogini Primary School,school,27.7066,85.6169,OSM infrastructure,,
Shree Saraswati Primary School,school,27.7136,85.6310,OSM infrastructure,,
Shri Bhawani Lower Secondary School,school,27.7098,85.6072,OSM infrastructure,,
Shri Radha Krishna Ghanshyam Lower Secondary School,school,27.7022,85.6256,OSM infrastructure,,
Shri Deurali Primary School,school,27.7273,85.6085,OSM infrastructure,,
Shri Kali Devi Primary School,school,27.7198,85.6083,OSM infrastructure,,
Nari Chetana Bal Bikash Kendra,school,27.9142,85.1425,OSM infrastructure,,
Shri Ganga Devi Pra.Vi.,school,27.9730,85.3116,OSM infrastructure,,
Kalpesori Pra Vi,school,27.9729,85.3494,OSM infrastructure,,
Tutung Pra Vi,school,27.9504,85.3139,OSM infrastructure,,
Raluka Ma Vi,school,27.9401,85.3349,OSM infrastructure,,
Dhurba Jyoti Pra Vi,school,27.9408,85.3210,OSM infrastructure,,
Shree Jana Prabhat Primary School,school,27.7062,85.5670,OSM infrastructure,,
Shree Deupur Primary School,school,27.7071,85.5519,OSM infrastructure,,
Shree Bindha Basini Primary School,school,27.7050,85.5720,OSM infrastructure,,
Shree Golmeshwori Primary School,school,27.7137,85.5894,OSM infrastructure,,
Shree Janahit Pra V,school,27.9557,85.2473,OSM infrastructure,,
Shree Bhairavi Uchha Madhyamik Vidhyalaya,school,27.9168,85.1679,OSM infrastructure,,
Chaturmala Pra V,school,27.9425,85.2092,OSM infrastructure,,
Sri Mangala Devi Ni Ma Vi,school,27.9683,85.2310,OSM infrastructure,,
Shree Sapta Kanya Pra Vi,school,28.0251,84.9900,OSM infrastructure,,
Shree Salakhu Pra Vi,school,28.0045,85.1048,OSM infrastructure,,
Shri Siddhartha Jana Kalyan Pra Vi,school,27.9825,85.0958,OSM infrastructure,,
Shri Panchalinge Ma Vi,school,28.0022,85.1418,OSM infrastructure,,
Sri Chandeswori Pra Vi,school,27.9335,85.1936,OSM infrastructure,,
Shr Prithibi Ma Vi,school,27.9140,85.1416,OSM infrastructure,,
Shri Pachet Pra Vi,school,28.0376,85.0493,OSM infrastructure,,
Shree Chandra Devi Ni Ma Vi,school,28.0187,85.0278,OSM infrastructure,,
Shree Kankeswori Pra V,school,27.9165,85.3563,OSM infrastructure,,
Kalika Ma V,school,27.9344,85.2326,OSM infrastructure,,
Shree Jagriti Jwaladevi Pra V,school,27.9365,85.2187,OSM infrastructure,,
Aapchaur Pra V,school,27.8820,85.2670,OSM infrastructure,,
,school,27.7105,85.3310,OSM infrastructure,,
Shree Narshingha Pra V,school,27.9105,85.3716,OSM infrastructure,,
श्री बोलुङ् कटुन्जे आधारभूत विद्यालय,school,27.9708,85.4092,OSM infrastructure,,
Shri Mahendrodaya Janasewa Pra V,school,27.9067,85.2482,OSM infrastructure,,
Amarjyoti Technical Secondary School,school,27.9210,85.3062,OSM infrastructure,,
Shri Mangala Devi Pra Vii,school,27.9739,85.4075,OSM infrastructure,,
Shree Mahakali Pra Vi,school,27.9666,85.2615,OSM infrastructure,,
Shree Tribhuwan Ma Vi,school,28.0182,85.1783,OSM infrastructure,,
Shree Aaldanda Pra Vi,school,27.9427,85.2785,OSM infrastructure,,
,school,27.7645,85.3559,OSM infrastructure,,
,school,27.7637,85.3641,OSM infrastructure,,
Shree Gyanjyoti Ucha Ma Vi,school,28.0028,85.1658,OSM infrastructure,,
Shree Karki Manakamana Nima Vi,school,27.9883,85.1742,OSM infrastructure,,
Shri Kaule Devi Pra V,school,27.8136,85.2491,OSM infrastructure,,
Shree Mahakali Ni Ma v,school,27.7999,85.2355,OSM infrastructure,,
Shree Santi Devi Pra V,school,27.7914,85.2169,OSM infrastructure,,
Shree Surya Primary School,school,27.8050,85.2653,OSM infrastructure,,
Shri Jyoti Ni Ma Vi,school,28.0053,85.1288,OSM infrastructure,,
Shri Okharpouwa Ma V,school,27.7900,85.2654,OSM infrastructure,,
Shree Mukundeshwary Ma VI,school,27.7823,85.2240,OSM infrastructure,,
Shree Jwalamukhi Pra V,school,27.8183,85.0329,OSM infrastructure,,
Shri Sila Devi Ma. Vi,school,27.8515,85.0423,OSM infrastructure,,
Shree Sapchet Bhumisthan Pra Vi,school,28.0146,85.1054,OSM infrastructure,,
Shri Dikip Mahadev Pra Vi,school,28.0088,85.1141,OSM infrastructure,,
Shree Kanyadevi Pra Vi,school,28.0292,85.0878,OSM infrastructure,,
Shree Janagyan Niketan Campus,school,27.8582,85.2881,OSM infrastructure,,
Shree Singh Devi Pra Vi,school,27.9712,85.2206,OSM infrastructure,,
Shri Mahendra Pra Vi,school,27.8509,85.3035,OSM infrastructure,,
Shree Kalika Ma Vi,school,27.9505,85.1805,OSM infrastructure,,
Sundarikyurini Uchha Ma Vi,school,27.9367,85.1610,OSM infrastructure,,
Shree Jana Sahayog Pra Vi,school,27.8440,85.3480,OSM infrastructure,,
Seti Devi Ma Vi,school,27.9535,85.1957,OSM infrastructure,,
Shree Annapurna Panchakanya Pra Vi,school,27.8991,85.1667,OSM infrastructure,,
Shree Shanti Bidhya Mandir Pra Vi,school,27.9327,85.1301,OSM infrastructure,,
Shree Bhag Bhairam Pra Vi,school,27.9510,85.1417,OSM infrastructure,,
Shree Sulakshyana Ma Vi,school,27.9476,85.1585,OSM infrastructure,,
Shree Panchakanya Ni Ma Vi,school,27.8379,85.1825,OSM infrastructure,,
Shree Sapta kanya Pra Vi,school,27.8670,85.1868,OSM infrastructure,,
Shree Suryamati Secondary School,school,27.8831,85.1994,OSM infrastructure,,
Shree Bagbachhala Pra Vi,school,27.8467,85.2075,OSM infrastructure,,
श्री देवीस्थान प्राथमिक विधालय,school,27.8540,85.2017,OSM infrastructure,,
Shri Jaleshwar Pra Vi,school,27.8217,85.3176,OSM infrastructure,,
Shree Namuna Primary School,school,27.8334,85.2480,OSM infrastructure,,
Shri Jalpa Devi Pra Vi,school,27.8311,85.2550,OSM infrastructure,,
Shri Brameshwari Ni Ma Vi,school,27.8209,85.2242,OSM infrastructure,,
Shri Krishna Jyoti Pra Vi,school,27.8096,85.2090,OSM infrastructure,,
Shree Indrayani Primary School,school,27.8367,85.2222,OSM infrastructure,,
Shri Sundari kanya Pra Vi,school,27.8209,85.2168,OSM infrastructure,,
Shree Dhanapati Mahankal Pra Vi,school,27.8275,85.2269,OSM infrastructure,,
Shri kalika Devi Ma Vi,school,27.8218,85.3248,OSM infrastructure,,
Shree Chanabhume Pra Vi,school,27.8329,85.3372,OSM infrastructure,,
Shri Panchakanya Bhume Pra Vi,school,27.8233,85.3095,OSM infrastructure,,
Shree Ramche Pra Vi,school,27.8286,85.2903,OSM infrastructure,,
Shree Sat kanya Pra Vi,school,27.8208,85.2806,OSM infrastructure,,
Shree Saraswati Ma Vi,school,27.8291,85.2850,OSM infrastructure,,
Shree Thanapati Pra Vi,school,27.8474,85.2882,OSM infrastructure,,
Shree Jana Pra Vi,school,27.8533,85.3382,OSM infrastructure,,
Shree Samundra Uchha Ma Vi,school,27.8487,85.3557,OSM infrastructure,,
Shree Namuna Pra Vi,school,27.8440,85.3637,OSM infrastructure,,
Shri Shyauri Bhume Pra Vi,school,27.8517,85.3776,OSM infrastructure,,
