rm_name,rm_type,lat,lng,source,beds,alt_name
Saraswati Education Academy,school,27.7283,85.3357,OSM infrastructure,,
Shree Narayan Primary School,school,27.7226,85.4894,OSM infrastructure,,
Chetana Primary School,school,27.7149,85.4850,OSM infrastructure,,
Tauthali Primary School,school,27.7143,85.4988,OSM infrastructure,,
Halchwok Secondary School,school,27.7223,85.2745,OSM infrastructure,,
East Pole Higher Secondary School,school,27.7192,85.3757,OSM infrastructure,,
Shree Seeta Bal Bikash Lower Secondary School,school,27.7227,85.2772,OSM infrastructure,,
The Celebration Co. Ed. School,school,27.7207,85.3819,OSM infrastructure,,
Bal Bikash Secondary School,school,27.7395,85.2839,OSM infrastructure,,
Shankarapur Academy,school,27.7199,85.3811,OSM infrastructure,,
Crystal Academy,school,27.7204,85.2808,OSM infrastructure,,
Nepal orthopaedic Hospital,hospital,27.7202,85.3812,OSM infrastructure,,
Gorkha Kali English Boarding School,school,27.7375,85.3039,OSM infrastructure,,
Atlantic English Boarding School,school,27.7194,85.3816,OSM infrastructure,,
,school,27.7097,85.3068,OSM infrastructure,,
Abhiyan Public School,school,27.7391,85.3065,OSM infrastructure,,
Kathmandu Neb Kider Garten,school,27.7103,85.3058,OSM infrastructure,,
National Kidney Center,hospital,27.7246,85.2958,OSM infrastructure,,
Chinese People Hospital Private Limited,hospital,27.7204,85.3618,OSM infrastructure,,
Medicare National Hospital and Research Center,hospital,27.7184,85.3464,OSM infrastructure,,
Lotus Feet Boarding School,school,27.7266,85.3132,OSM infrastructure,,
Genius English Boarding School,school,27.7243,85.3058,OSM infrastructure,,
Kathmandu Little Blossoms Public School,school,27.7230,85.3045,OSM infrastructure,,
Namuna Women School,school,27.7221,85.3060,OSM infrastructure,,
Grace Educational Foundation,school,27.7265,85.3112,OSM infrastructure,,
Gyan Sarobar Global English School,school,27.7288,85.3059,OSM infrastructure,,
Gyanmandir Secondary English School,school,27.7320,85.2965,OSM infrastructure,,
Kids Learning School,school,27.7388,85.3044,OSM infrastructure,,
Nava Indra Dhanus B H School,school,27.7322,85.2990,OSM infrastructure,,
Shree Bal Kalyan Primary School,school,27.7290,85.3066,OSM infrastructure,,
Swati Sadan Higher Secondary School,school,27.7365,85.3045,OSM infrastructure,,
Tarun Secondary School,school,27.7384,85.3028,OSM infrastructure,,
Rajan Memorial International School,school,27.7375,85.3034,OSM infrastructure,,
Nepal Good Weave Foundation,school,27.7104,85.3759,OSM infrastructure,,
Shramsil Vidyapeth,school,27.7093,85.3820,OSM infrastructure,,
Rising Rays Boarding School,school,27.7030,85.3247,OSM infrastructure,,
Ambassador Academy,school,27.7215,85.3761,OSM infrastructure,,
Shankarapur Hospital,hospital,27.7215,85.3766,OSM infrastructure,,
Shri Gyan Jyoti Women School,school,27.7131,85.3441,OSM infrastructure,,
बृहस्पति विद्यासदन,school,27.7143,85.3315,OSM infrastructure,,
Buddha Jyoti Bal Udhan Lower Secondary School,school,27.7373,85.3082,OSM infrastructure,,
Charles Darwin English Academy,school,27.7365,85.3110,OSM infrastructure,,
Children Herald Academy,school,27.7475,85.3017,OSM infrastructure,,
Creme Learning Ambiance School,school,27.7451,85.3008,OSM infrastructure,,
Deepjyoti Boarding School,school,27.7378,85.3096,OSM infrastructure,,
Divya Kanti High School,school,27.7371,85.3120,OSM infrastructure,,
Good Start Academy,school,27.7359,85.3100,OSM infrastructure,,
Prominent Kids School,school,27.7429,85.3021,OSM infrastructure,,
Kamana HS School,school,27.7394,85.3134,OSM infrastructure,,
Kantipur English Academy School,school,27.7355,85.3118,OSM infrastructure,,
Kaushal English Secondary School,school,27.7567,85.3034,OSM infrastructure,,
Kaushal English Secondary School,school,27.7553,85.3022,OSM infrastructure,,
Mt. Larke Secondary School,school,27.7393,85.3117,OSM infrastructure,,
Shree Yantra English Academy,school,27.7506,85.3027,OSM infrastructure,,
Siddhartha Model Secondary School,school,27.7469,85.3015,OSM infrastructure,,
Sunflower Academy,school,27.7510,85.3000,OSM infrastructure,,
Nil barahi Higher Secondary School,school,27.7004,85.3017,OSM infrastructure,,
Punarbal Sikshya Sadan,school,27.7094,85.2843,OSM infrastructure,,
Namgyal School,school,27.7238,85.2817,OSM infrastructure,,
Shree Indra Primary School,school,27.7220,85.2344,OSM infrastructure,,
Shanti Sewa Griha,hospital,27.7046,85.3509,OSM infrastructure,,
Winsome English Secondary School,school,27.7166,85.3817,OSM infrastructure,,
Bhimdhunga Lower Secondary School,school,27.7337,85.2235,OSM infrastructure,,
Goldhunga Orchid Academy,school,27.7459,85.2965,OSM infrastructure,,
Laligurans,school,27.7465,85.2951,OSM infrastructure,,
Sacred Heart School,school,27.7432,85.2997,OSM infrastructure,,
Gram Sewa Higher Secondary School and College,school,27.7654,85.3005,OSM infrastructure,,
Dharma Vidyashram,school,27.7658,85.2949,OSM infrastructure,,
Guiness Secondary School,school,27.7692,85.2957,OSM infrastructure,,
Milan Dharmasthali School,school,27.7811,85.3025,OSM infrastructure,,
Mega International School,school,27.7487,85.3033,OSM infrastructure,,
Bhubaneswor Primary School,school,27.7565,85.4771,OSM infrastructure,,
Shree Bair Mahadev Primary School,school,27.7654,85.4862,OSM infrastructure,,
Shree Baghdwar Primary School,school,27.7727,85.4292,OSM infrastructure,,
Shree Bhimdev Primary School,school,27.7620,85.4024,OSM infrastructure,,
Shree Tarevir Primary School,school,27.7737,85.3922,OSM infrastructure,,
Galaxy Public School,school,27.7075,85.3310,OSM infrastructure,,
Shine Model School,school,27.7111,85.2837,OSM infrastructure,,
People's Dental College & Hospital,hospital,27.7245,85.3066,OSM infrastructure,,
Metro Radiology and Imaging,hospital,27.7154,85.3261,OSM infrastructure,,
Rastriya Bal Sikshya,school,27.7100,85.3006,OSM infrastructure,,
Educational Environment,school,27.7130,85.3010,OSM infrastructure,,
Khagendra New Life Special Education Secondary School,school,27.7209,85.3811,OSM infrastructure,,
Young Hearts Boarding High School,school,27.7263,85.3825,OSM infrastructure,,
Shree Bal Uddhar Secondary School,school,27.7626,85.4450,OSM infrastructure,,
Shree Ugratara Lower Secondary School,school,27.7465,85.4650,OSM infrastructure,,
Shree Bandevi Lower Sec. School,school,27.7652,85.4693,OSM infrastructure,,
College of Dental Science and Hospital,hospital,27.7338,85.3803,OSM infrastructure,,
Capital Hospital,hospital,27.7028,85.3217,OSM infrastructure,,
लर्नहब प्राथमिक विद्यालय,school,27.7196,85.3391,OSM infrastructure,,
kids heaven kindergarden school,school,27.7134,85.3626,OSM infrastructure,,
Nepal Bharat Maitri Hospital,hospital,27.7116,85.3456,OSM infrastructure,,
Rasuwa Higher Secondary School,school,28.1124,85.2981,OSM infrastructure,,
Swatha Parichyan,hospital,27.7060,85.3250,OSM infrastructure,,
Pennwood School,school,27.7134,85.3335,OSM infrastructure,,
Bhadrakali English Medium School,school,27.7581,85.3477,OSM infrastructure,,
excelsior school,school,27.7174,85.2854,OSM infrastructure,,
,dam,28.4403,85.2524,OSM infrastructure,,
Sri Bhimsen Ma. Vi,school,27.8940,85.1478,OSM infrastructure,,
Niranjana Higher Secondary School,school,27.8513,85.1473,OSM infrastructure,,
Shree Bhairum Higher Secondary School,school,27.9230,85.1396,OSM infrastructure,,
Shree Saraswati Ma. Vi.,school,27.9895,85.1017,OSM infrastructure,,
Krishna Higher Secondary School,school,27.8636,85.0138,OSM infrastructure,,
Chandi Secondary School,school,27.8697,85.0453,OSM infrastructure,,
Pragatishil Higher Secondary School,school,27.8861,85.0952,OSM infrastructure,,
Sundara Uccha Ma V,school,27.9220,85.3442,OSM infrastructure,,
Shree Udaya Jalpadevi Ma V,school,27.9139,85.3296,OSM infrastructure,,
Kundala Higher Secondary School,school,27.8622,85.3373,OSM infrastructure,,
Nepal National Secondary school,school,28.1626,85.2654,OSM infrastructure,,
Goshainkuda Secondary school,school,28.0047,85.2490,OSM infrastructure,,
Setidevi Higher Secondary School,school,27.9823,85.2286,OSM infrastructure,,
Shree Kaukeshwori Ma Vi,school,27.9165,85.4201,OSM infrastructure,,
Bhumedevi Secondary School,school,28.0253,85.1735,OSM infrastructure,,
Shree Bhairam Ma Vi,school,27.9585,85.1465,OSM infrastructure,,
Kamarudevi Higher Secondary School,school,27.8366,85.0611,OSM infrastructure,,
Parwatikunda Secondary School,school,28.1681,85.3134,OSM infrastructure,,
Setibhumi Secondary School,school,28.0393,85.2198,OSM infrastructure,,
Tribhuwan Trishuli Higher School,school,27.9237,85.1500,OSM infrastructure,,
"Brahmasmi Academy, Think Tank Foundation",school,27.7291,85.3829,OSM infrastructure,,
Shri Sahid J P Jang Shah Sanskrit Ma V,school,27.8636,85.1134,OSM infrastructure,,
Durbar High School,school,27.7078,85.3140,OSM infrastructure,,
UNIVERSAL COLLEGE OF MEDICAL SCIENCES & UCMS COLLEGE OF DENTAL SURGERY,hospital,27.7067,85.3180,OSM infrastructure,,
,school,28.2897,84.9183,OSM infrastructure,,
,dam,27.9222,85.3478,OSM infrastructure,,
Shree Gaira Ni Ma Vi,school,27.9826,85.0250,OSM infrastructure,,
Purple Home International Pre-School,school,27.7035,85.3396,OSM infrastructure,,
आंखुखोला जलविद्युत परियोजना,hydropower,28.0083,84.9166,OSM infrastructure,,
,dam,28.0147,84.9229,OSM infrastructure,,
Shree Kirateshwor Primary School,school,27.8294,85.8312,OSM infrastructure,,
Kakani Brighter School,school,27.8176,85.2457,OSM infrastructure,,
,school,27.7225,85.3676,OSM infrastructure,,
International Buddhist Academy,school,27.7290,85.3699,OSM infrastructure,,
Shree Pema Chholing Ni Ma Vi,school,28.0051,85.5393,OSM infrastructure,,
Elite Grand School,school,27.7208,85.3518,OSM infrastructure,,
Shree Chandeswori Uchha Ma.Vi.,school,27.9645,85.1687,OSM infrastructure,,
Shree Sundaradevi Pra V,school,27.9035,85.3477,OSM infrastructure,,
Shree Sundaridevi Pra.Vi,school,27.9586,85.3086,OSM infrastructure,,
Shree Bolde PRA V,school,27.8909,85.4880,OSM infrastructure,,
Shree Jhalkane Devi Primary School,school,27.7522,85.5649,OSM infrastructure,,
Shri Janasewa Lower Secondary School,school,27.7412,85.7855,OSM infrastructure,,
Shri kalika Devi PRA V,school,27.7391,85.8416,OSM infrastructure,,
Shree Deurali PRA V,school,27.7161,85.8472,OSM infrastructure,,
Kumveswor Secondary School,school,27.8478,85.3142,OSM infrastructure,,
Shree Bachhala Ma.V,school,27.8738,85.3142,OSM infrastructure,,
Shree Ganesh Higher Secondary School,school,27.7148,85.7978,OSM infrastructure,,
Shree Setidevi PRA V,school,27.7689,85.6649,OSM infrastructure,,
Shri Rana Bhuwaneswari Uccha Madhyamik Prabidhik Bidyalaya,school,27.8623,85.1077,OSM infrastructure,,
Shri Chhetrapal Lower Secondary School,school,27.8633,85.0950,OSM infrastructure,,
Chandra Jyoti Secondary School,school,27.8682,85.1215,OSM infrastructure,,
Shri Laxmi Devi Secondary School,school,27.7851,85.7767,OSM infrastructure,,
Shree Ghairaun Devi Pra V,school,27.7145,85.0415,OSM infrastructure,,
Shri Setidevi Lower Secondary School,school,27.7748,85.7761,OSM infrastructure,,
Sherpa Developers,school,27.7261,85.3585,OSM infrastructure,,
Shree Salme Ma Vi,school,28.0184,85.0877,OSM infrastructure,,
Kutumsang Health Centre,hospital,27.9276,85.4861,OSM infrastructure,,
Shree Mahendra Uchha Ma Vi,school,27.9111,84.9247,OSM infrastructure,,
Shree Om Ram PRA V,school,27.7701,85.6361,OSM infrastructure,,
bodhi batika montessori based pre school,school,27.7064,85.3434,OSM infrastructure,,
Shree Krishna Pra Vi,school,27.9042,85.2180,OSM infrastructure,,
,school,27.8545,85.2245,OSM infrastructure,,
Shree Dalle Pokhari Lower Secondary School,school,27.8951,85.7930,OSM infrastructure,,
Shree Sita Ma Vi,school,28.0153,84.9971,OSM infrastructure,,
,school,27.8685,85.6085,OSM infrastructure,,
Shree Nau Lingeshwori,school,27.8638,85.6270,OSM infrastructure,,
Valley Maternity Nursing Home,hospital,27.7053,85.3226,OSM infrastructure,,
Shree Kalika Madhyamik Vidyalaya,school,27.7262,85.0979,OSM infrastructure,,
,dam,27.8890,85.1336,OSM infrastructure,,
Shree Kanyadevi Ni Ma Vi,school,27.9708,84.9565,OSM infrastructure,,
shree tripura sundari grill udhyog,school,27.7123,85.3371,OSM infrastructure,,
Kyangsing Pra V,school,27.9697,85.8259,OSM infrastructure,,
,school,28.0191,85.7853,OSM infrastructure,,
Shree Lingling Pra Vi,school,28.2146,85.3589,OSM infrastructure,,
Shree Melamchi Ghyang Ma v,school,28.0201,85.5279,OSM infrastructure,,
Maha Manjushri Higher Secondary School,school,27.7151,85.2829,OSM infrastructure,,
,school,27.7150,85.2773,OSM infrastructure,,
Shankarapur Hospital,hospital,27.7215,85.3780,OSM infrastructure,,
,dam,27.8847,85.6139,OSM infrastructure,,
Shree Chandrajyoti Pra Vi,school,27.9915,85.1514,OSM infrastructure,,
Saraswoti Academy English School,school,27.7239,85.3500,OSM infrastructure,,
Shree Sarashwoti PRA V,school,27.7891,85.6695,OSM infrastructure,,
Shree ChiuriBhanjyang primary School,school,27.8327,85.0129,OSM infrastructure,,
Jala Kanya Prathamik Vidhyalaya,school,28.0491,84.9114,OSM infrastructure,,
Sitala Devi Prathamik Vidhyalaya,school,28.0592,84.9283,OSM infrastructure,,
Shree Balautto Pra V,school,28.0672,84.9145,OSM infrastructure,,
Shree Mandali Secondary School,school,28.0638,84.9208,OSM infrastructure,,
Shree Dhadakharka Pra V,school,28.0814,84.9073,OSM infrastructure,,
Shree Saraswoti Pra V,school,28.0840,84.8999,OSM infrastructure,,
Shree Kuwapani Pra V,school,28.0751,84.9183,OSM infrastructure,,
Shree Ganga Jamuna Primary School,school,28.0687,84.9070,OSM infrastructure,,
Hile Pokhari Nimna Madhyamik Vidhyalaya,school,28.0603,84.8998,OSM infrastructure,,
Annapurna Primary School,school,28.0505,84.9000,OSM infrastructure,,
Phulkharka Gramin Hospital,hospital,28.0625,84.9217,OSM infrastructure,,
Xavier International College,school,27.7138,85.3371,OSM infrastructure,,
Binayak Hospital,hospital,27.7364,85.3180,OSM infrastructure,,
Nature Boarding High School,school,27.7361,85.3172,OSM infrastructure,,
,school,27.7361,85.3174,OSM infrastructure,,
Lord Buddha School,school,27.7055,85.3335,OSM infrastructure,,
Alchemist School,school,27.7210,85.3744,OSM infrastructure,,
RAI School,school,27.7243,85.3801,OSM infrastructure,,
Kapan Hospital,hospital,27.7336,85.3523,OSM infrastructure,,
Shree Aiselubhume Uccha Ma Vi,school,28.0082,85.1407,OSM infrastructure,,
Shree Aiselu Bhumi Secondary School,school,28.0080,85.1413,OSM infrastructure,,
Bouddha Meridian School,school,27.7354,85.3816,OSM infrastructure,,
Chowadi Higher Secondary School,school,27.8791,85.1419,OSM infrastructure,,
Shree Sundhara Primary School,school,27.8603,85.3089,OSM infrastructure,,
Elite Kid's Zone,school,27.7254,85.3513,OSM infrastructure,,
Green Garden Boarding School,school,27.9948,85.2043,OSM infrastructure,,
Dharmadwar Primary School,school,27.8367,84.9631,OSM infrastructure,,
Shree Janakalyan Higher Secondary School,school,27.8110,84.9607,OSM infrastructure,,
Shree Rakta Bachchhala Ni Ma Vi,school,27.8130,84.9673,OSM infrastructure,,
Shree Ganesh Kunda Uchha Ma V,school,28.0547,84.9888,OSM infrastructure,,
Tyod Secondary School,school,27.7093,85.3120,OSM infrastructure,,
Mnemonic School,school,27.7243,85.3815,OSM infrastructure,,
Shree Gandaki Nimna Madhyamik Bidhyala,school,28.2507,84.9077,OSM infrastructure,,
Shree Vishnu Prathamik Bidhyala,school,28.1648,84.9078,OSM infrastructure,,
shemrock school,school,27.7108,85.3265,OSM infrastructure,,
Shree Chakreshwori Ni Ma V,school,27.9945,84.9009,OSM infrastructure,,
Shree Yuba PRA V,school,27.9975,84.9384,OSM infrastructure,,
श्री पञ्चकन्या प्रा वि,school,28.0228,84.9341,OSM infrastructure,,
Shree Chimchok Ni Ma V,school,28.0704,84.9503,OSM infrastructure,,
Shree Saraswati Pra V,school,28.0654,84.9677,OSM infrastructure,,
Shree Kalyan Ni Ma V,school,28.0539,84.9502,OSM infrastructure,,
Shree Tamang Kharka Ma V,school,28.0409,84.9384,OSM infrastructure,,
Shree Bendi Devi Ni Ma V,school,28.1097,85.0203,OSM infrastructure,,
Shree Chandika Samudayik Pra V,school,28.0399,84.9342,OSM infrastructure,,
Shree Bhogateni Pra V,school,28.0671,84.9887,OSM infrastructure,,
Shree Singgang Pra V,school,28.0809,85.0110,OSM infrastructure,,
Shree Nimalchyat Pra V,school,28.0614,85.0041,OSM infrastructure,,
Shree Lyakchekunda Ni Ma V,school,28.0714,85.0128,OSM infrastructure,,
Shree Jharlang Ma V,school,28.1091,85.0248,OSM infrastructure,,
Shree Tashi Pra V,school,28.1220,85.0351,OSM infrastructure,,
Bachchhala Devi Uchha Ma V,school,28.0421,84.9945,OSM infrastructure,,
Shree Amarjyoti Bal Bikas kendra,school,28.0367,85.0209,OSM infrastructure,,
Shree Simaldanda Pra V,school,28.0332,85.0175,OSM infrastructure,,
pure love nursery,school,27.7149,85.3354,OSM infrastructure,,
Shri Kalika Devi Pra V,school,28.0386,84.9037,OSM infrastructure,,
Shree Sundar Pra V,school,28.0658,84.9357,OSM infrastructure,,
ashirv boarding school,school,27.7283,85.3332,OSM infrastructure,,
Boudha Secondary School,school,27.7256,85.3630,OSM infrastructure,,
Lord Buddha Secondary School,school,27.7222,85.3681,OSM infrastructure,,
Chirayu Hospital,hospital,27.7414,85.3340,OSM infrastructure,,
The Skin Hospital,hospital,27.7368,85.3332,OSM infrastructure,,
penwood academy,school,27.7408,85.3402,OSM infrastructure,,
Metro Ktm Hospital,hospital,27.7395,85.3370,OSM infrastructure,,
john academy,school,27.7137,85.3655,OSM infrastructure,,
Little Genius Boarding School,school,27.7215,85.2915,OSM infrastructure,,
little sweet heart kindergarden school,school,27.7152,85.3641,OSM infrastructure,,
Kalalaya Art School,school,27.7085,85.3101,OSM infrastructure,,
Shree Thala Pra Vi,school,27.9886,84.9844,OSM infrastructure,,
Shree Shanti Ra V,school,27.9873,84.9772,OSM infrastructure,,
Kuwapani Devi Prathamik Vidyalaya,school,27.7125,85.1774,OSM infrastructure,,
Shri Jwalamukhi Nimna Madhyamik Vidyalaya,school,27.7135,85.1689,OSM infrastructure,,
Shree Nisakot Prathamik Vidyalaya,school,27.7185,85.1933,OSM infrastructure,,
Shree Seti Devi Prathamik Vidyalaya,school,27.7052,85.1763,OSM infrastructure,,
Shree Dilli Sabitri Madhyamik Vidyalaya,school,27.7197,85.1820,OSM infrastructure,,
Shree Janakalyan Prathamik Vidyalaya,school,27.7314,85.1285,OSM infrastructure,,
Manamuhan Memorial College,school,27.7278,85.3038,OSM infrastructure,,
Shri Mahankaleshwari Higher Secondary School,school,27.7277,85.1199,OSM infrastructure,,
Shree Chautara Ma Vi,school,27.9851,84.9972,OSM infrastructure,,
Shree Buddha Pra Vi,school,27.9819,84.9968,OSM infrastructure,,
Shree Shanti Kali Pra Vi,school,27.9814,84.9248,OSM infrastructure,,
Shree Janabhabana Pra Vi,school,28.0075,84.9278,OSM infrastructure,,
Shree Sundari Pra Vi,school,28.0217,84.9543,OSM infrastructure,,
Mangaladevi Ma Vi,school,28.0243,84.9642,OSM infrastructure,,
Nimarchok Ni Ma V,school,28.0119,84.9403,OSM infrastructure,,
Shree Annapurna Pra Vi,school,28.0020,84.9545,OSM infrastructure,,
Shree Marpak Pokhara Pra Vi,school,28.0081,84.9821,OSM infrastructure,,
Shree kundala Devi Uchha Ma Vi,school,27.9686,84.9906,OSM infrastructure,,
Shree Bindu keshar Pra Vi,school,27.9568,84.9988,OSM infrastructure,,
Shree Gothan Devi Pra V,school,28.1781,85.1072,OSM infrastructure,,
Shree Himalaya Saraswati Ni Ma V,school,28.1776,84.9944,OSM infrastructure,,
Shree Ganesh Himal Pra V,school,28.2126,85.1237,OSM infrastructure,,
Shree Fedi Khola Pra V,school,28.1305,85.0011,OSM infrastructure,,
Shree Pasang Chok Mahadev Ma V,school,28.0846,84.9741,OSM infrastructure,,
Shree Gyan Mandir Pra V,school,28.0859,84.9630,OSM infrastructure,,
Shree Richet Pra V,school,28.1149,84.9979,OSM infrastructure,,
Shree Shanti Pra V,school,28.0851,84.9874,OSM infrastructure,,
Shree Mahakali Ma V,school,27.8074,84.9114,OSM infrastructure,,
Shree Bachala Paropakar Bal Bikash Kendra,school,27.8131,84.9119,OSM infrastructure,,
Sri Kalika Ni. Ma Vi,school,27.9635,85.2483,OSM infrastructure,,
Shree Bhuwan Pra V,school,27.7266,85.2048,OSM infrastructure,,
Shree Maha Laxmi Ni Ma V,school,27.7671,85.2451,OSM infrastructure,,
Shree Janasewa Ni Ma V,school,27.7924,85.0332,OSM infrastructure,,
Shree Thungi Ni Ma V,school,27.7524,85.2203,OSM infrastructure,,
Shree Mahakali Kisan Ma V,school,27.7652,85.2208,OSM infrastructure,,
Shree Mahendrodaya Hss,school,27.7552,85.2095,OSM infrastructure,,
Shri Bhuwaneshwari Ma V,school,27.7352,85.1412,OSM infrastructure,,
Shree Sarswati Pra Vi,school,27.8672,84.9259,OSM infrastructure,,
Shree Annapurna Pra Vi,school,27.9189,84.9511,OSM infrastructure,,
Shree Bar Pipal Ma Vi,school,27.9669,84.9028,OSM infrastructure,,
Shree Prakash Ma Vi,school,27.9136,84.9953,OSM infrastructure,,
Shree Mahendrodaya Ni Ma Vi,school,27.8892,84.9795,OSM infrastructure,,
Shree Suntar Pra V,school,27.8182,85.0058,OSM infrastructure,,
Shree Rizalthok Pra Vi,school,27.8908,84.9188,OSM infrastructure,,
Shree Sundaradevi Pra Vi,school,27.8999,84.9072,OSM infrastructure,,
Shree Panchakanya Pra V,school,27.8293,84.9322,OSM infrastructure,,
Shree Mahakali Devisthan Pra V,school,27.7101,85.0163,OSM infrastructure,,
Shree Bhairabi Pra V,school,27.7234,85.0390,OSM infrastructure,,
Shree Mahendrodaya kalika Ma Vi,school,27.8532,84.9812,OSM infrastructure,,
Shree Manakamana Devi Ni Ma Vi,school,27.8775,84.9821,OSM infrastructure,,
Shree Barahi Pra Vi,school,27.8055,85.0038,OSM infrastructure,,
Shri Kali Devi Pra Vi,school,27.8044,84.9766,OSM infrastructure,,
Shree Naba Joti Pra Vi,school,27.7319,85.0336,OSM infrastructure,,
Shree Bhagwati Ni Ma Vi,school,27.7440,85.0560,OSM infrastructure,,
Shri Juntara Pra V,school,27.7230,84.9234,OSM infrastructure,,
Shri Kiranchok Uchha Ma V,school,27.7572,84.9387,OSM infrastructure,,
Shree Bhumeshwari Pra V,school,27.7448,84.9537,OSM infrastructure,,
Shree Panchakanya Pra V,school,27.7990,84.9576,OSM infrastructure,,
Shree Bageshwori Pra V,school,27.7924,84.9865,OSM infrastructure,,
Shree Bageshwori Pra V,school,27.7736,84.9920,OSM infrastructure,,
Shree Balkumari Ni Ma V,school,27.7871,85.0062,OSM infrastructure,,
Shree Baljoti Pra Vi,school,27.7338,84.9843,OSM infrastructure,,
Shri Amanta Devi Ma Vi,school,27.7522,84.9874,OSM infrastructure,,
Shree Santaneswor Pra Vi,school,27.7933,84.9340,OSM infrastructure,,
Shree Jal kanya Pra Vi,school,27.7302,84.9048,OSM infrastructure,,
Shri Aldevi Pra Vi,school,27.7206,84.9125,OSM infrastructure,,
Shree kalika Pra Vi,school,27.7130,84.9182,OSM infrastructure,,
Shree Janachcetana Pra V,school,27.7820,84.9243,OSM infrastructure,,
Shree Manakamana Pra V,school,27.7398,84.9987,OSM infrastructure,,
श्री बागेश्‍वरी मा.वि.,school,27.8012,84.9873,OSM infrastructure,,
Shree kalika Pra Vi,school,27.9551,84.9202,OSM infrastructure,,
,school,28.1685,85.3140,OSM infrastructure,,
Shree Nawa Jeevan Pra Vi,school,28.0148,85.3037,OSM infrastructure,,
Shree Ghangvar Pra Vi,school,28.0095,85.3134,OSM infrastructure,,
Shree kalika Pra. Vi.,school,27.9724,85.2640,OSM infrastructure,,
Shree Gyanjyoti Pra Vi,school,28.2102,85.2842,OSM infrastructure,,
Shree Rasuwa Ucha Ma V,school,28.1109,85.2991,OSM infrastructure,,
Shree Nawa Vijayee Mahendra Ma.V,school,28.0126,85.1945,OSM infrastructure,,
Shree Bhimsen Lower Secondary School,school,28.1315,85.3162,OSM infrastructure,,
Shree Nepal Rastriya Ni Ma Vi,school,28.2099,85.3354,OSM infrastructure,,
Shree Nepal Rastriya Pra Vi,school,28.1732,85.3577,OSM infrastructure,,
Shree Narayansthan Ni Ma Vi,school,28.0057,85.2136,OSM infrastructure,,
Shree Bachala Devi Ni Ma Vi,school,27.9837,85.2023,OSM infrastructure,,
Shree Shyamey Wangphel Uchha Ma. VI.,school,28.1650,85.3393,OSM infrastructure,,
हिमालयन भ्याली अंग्रेजी बोर्डिंग स्कुल,school,27.7486,85.3178,OSM infrastructure,,
Shree Jalwai Devi S,school,27.8691,85.5863,OSM infrastructure,,
Shree Shiva Shankareshwor PRA V,school,27.8102,85.5377,OSM infrastructure,,
Shree Setikadevi Ma V,school,27.7928,85.5186,OSM infrastructure,,
Shree Bhumeshwori PRA V,school,27.8127,85.5158,OSM infrastructure,,
Shri kalika NI MA V,school,27.8206,85.5245,OSM infrastructure,,
Shree Ananteshwori PRA V,school,27.8165,85.4694,OSM infrastructure,,
Haibung Mahadevstan Ma V,school,27.8232,85.4692,OSM infrastructure,,
Shree Suyalchhap PRA V,school,27.8098,85.5013,OSM infrastructure,,
Chilaune Ma V,school,27.9372,85.6528,OSM infrastructure,,
Shree Taltuleshowry PRA V,school,27.9235,85.6585,OSM infrastructure,,
Shree Raithane Ma V,school,27.9313,85.6651,OSM infrastructure,,
Shree Thampaldhap Higher Secondary School,school,27.9154,85.6355,OSM infrastructure,,
Shree kumbheshwori PRA V,school,27.9230,85.6716,OSM infrastructure,,
Shree Bachhalamai PRA V,school,27.9077,85.6533,OSM infrastructure,,
Shree Balsudhar PRA V,school,27.8943,85.6584,OSM infrastructure,,
Golmeshwori Ni Ma V,school,27.8997,85.6337,OSM infrastructure,,
Shree Chhetrapaleshwori Higher Secondary School,school,27.8868,85.6173,OSM infrastructure,,
Ganesh Ni Ma V,school,27.8862,85.6324,OSM infrastructure,,
Shree kayaulathana Ni Ma V,school,27.8415,85.6271,OSM infrastructure,,
Shree Chhetrapaleshwori Ni Ma V,school,27.8220,85.5987,OSM infrastructure,,
Shree Lokatantra PRA V,school,27.8211,85.5846,OSM infrastructure,,
Shree Bhumesthan Ni Ma V,school,27.8305,85.5826,OSM infrastructure,,
Shree Nawalpur Ma V,school,27.8125,85.6250,OSM infrastructure,,
Shree Naba kanya PRA V,school,27.8376,85.6451,OSM infrastructure,,
Shree Simpaleswori Ma V,school,27.8214,85.6640,OSM infrastructure,,
Shree Golmeshwori PRA V,school,27.8129,85.6688,OSM infrastructure,,
Shree Himanchal PRA V,school,27.8327,85.6691,OSM infrastructure,,
Shree Bhimsen PRA V,school,27.8062,85.6443,OSM infrastructure,,
Shree Jaleshwor Ni Ma V,school,27.8021,85.6380,OSM infrastructure,,
Singhamati Ma V,school,27.7739,85.6692,OSM infrastructure,,
Shree Salle PRA V,school,27.7782,85.6403,OSM infrastructure,,
Shree kamaladevi Ma V,school,27.7789,85.6285,OSM infrastructure,,
Shree Panchakanya Ni Ma V,school,27.7680,85.6390,OSM infrastructure,,
Shree kalika PRA V,school,27.7829,85.6230,OSM infrastructure,,
Ainselukharka Uchha Ma V,school,27.7939,85.6169,OSM infrastructure,,
Shree Gorakhnath PRA V,school,27.7867,85.6064,OSM infrastructure,,
Shree kalika PRA V,school,27.7959,85.6048,OSM infrastructure,,
Shree Janasudhar Ni Ma V,school,27.7825,85.5957,OSM infrastructure,,
